"cap-surface","cap-color","spore-print-color","habitat","class"
"scaly","red","brown","woods","edible"
"scaly","gray","black","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","gray","black","woods","edible"
"scaly","brown","brown","woods","edible"
"scaly","red","black","woods","edible"
"scaly","gray","brown","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","red","black","woods","edible"
"scaly","red","black","woods","edible"
"scaly","gray","brown","woods","edible"
"scaly","brown","black","woods","edible"
"fibrous","red","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"scaly","red","black","woods","edible"
"fibrous","gray","brown","woods","poisonous"
"smooth","gray","brown","woods","poisonous"
"fibrous","gray","black","woods","edible"
"fibrous","red","brown","woods","edible"
"fibrous","gray","black","woods","poisonous"
"scaly","red","black","woods","edible"
"fibrous","gray","black","woods","poisonous"
"smooth","gray","black","woods","poisonous"
"scaly","gray","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","gray","brown","woods","poisonous"
"fibrous","red","black","woods","edible"
"scaly","brown","black","woods","edible"
"scaly","gray","black","woods","edible"
"scaly","gray","brown","woods","edible"
"fibrous","red","black","woods","edible"
"fibrous","gray","black","woods","edible"
"fibrous","gray","brown","woods","edible"
"scaly","gray","black","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","brown","brown","woods","edible"
"scaly","red","brown","woods","edible"
"scaly","red","black","woods","edible"
"fibrous","red","black","woods","edible"
"fibrous","gray","black","woods","edible"
"fibrous","gray","brown","woods","edible"
"scaly","red","brown","woods","edible"
"fibrous","red","black","woods","edible"
"scaly","red","black","woods","edible"
"scaly","gray","black","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","gray","brown","woods","edible"
"fibrous","red","brown","woods","edible"
"fibrous","gray","black","woods","poisonous"
"scaly","gray","brown","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","gray","black","woods","edible"
"fibrous","red","brown","woods","edible"
"fibrous","gray","brown","woods","edible"
"fibrous","gray","brown","woods","poisonous"
"fibrous","gray","brown","woods","poisonous"
"scaly","gray","black","woods","edible"
"fibrous","red","black","woods","edible"
"scaly","brown","black","woods","edible"
"fibrous","red","black","woods","edible"
"fibrous","red","brown","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","red","black","woods","edible"
"scaly","red","brown","woods","edible"
"fibrous","red","black","woods","edible"
"fibrous","gray","brown","woods","edible"
"scaly","gray","brown","woods","edible"
"scaly","red","white","paths","poisonous"
"smooth","gray","brown","woods","poisonous"
"fibrous","red","black","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","brown","brown","woods","edible"
"scaly","brown","black","woods","edible"
"scaly","red","black","woods","edible"
"fibrous","gray","brown","woods","poisonous"
"fibrous","red","brown","woods","edible"
"fibrous","brown","brown","woods","edible"
"scaly","red","black","woods","edible"
"scaly","gray","brown","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","gray","brown","woods","edible"
"scaly","red","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","gray","black","woods","edible"
"fibrous","red","black","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","red","white","woods","poisonous"
"scaly","gray","brown","woods","edible"
"scaly","red","brown","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","gray","black","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","red","black","woods","edible"
"fibrous","brown","black","woods","edible"
"scaly","brown","black","woods","edible"
"fibrous","red","black","woods","edible"
"smooth","gray","black","woods","poisonous"
"fibrous","gray","black","woods","edible"
"scaly","brown","black","woods","edible"
"scaly","red","brown","woods","edible"
"scaly","red","black","woods","edible"
"scaly","red","brown","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","red","brown","woods","edible"
"scaly","red","brown","woods","edible"
"scaly","brown","black","woods","edible"
"fibrous","gray","brown","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","red","black","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","gray","brown","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","white","woods","poisonous"
"scaly","gray","brown","woods","edible"
"fibrous","gray","black","woods","poisonous"
"scaly","red","brown","woods","edible"
"scaly","gray","brown","woods","edible"
"scaly","gray","brown","woods","edible"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","black","woods","edible"
"scaly","gray","brown","woods","edible"
"scaly","brown","white","woods","poisonous"
"scaly","red","black","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","black","woods","edible"
"fibrous","red","black","woods","edible"
"scaly","brown","white","woods","poisonous"
"smooth","gray","black","woods","poisonous"
"scaly","gray","black","woods","edible"
"scaly","brown","brown","woods","edible"
"scaly","brown","white","woods","poisonous"
"scaly","brown","black","woods","edible"
"scaly","brown","white","paths","poisonous"
"smooth","gray","black","woods","poisonous"
"fibrous","gray","brown","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","white","woods","poisonous"
"fibrous","gray","black","woods","poisonous"
"fibrous","red","black","woods","edible"
"fibrous","gray","black","woods","edible"
"scaly","brown","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","red","black","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","brown","woods","edible"
"fibrous","gray","brown","woods","edible"
"scaly","brown","white","paths","poisonous"
"fibrous","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","brown","woods","edible"
"fibrous","gray","brown","woods","edible"
"scaly","red","black","woods","edible"
"fibrous","red","brown","woods","edible"
"scaly","brown","white","woods","poisonous"
"fibrous","gray","black","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","brown","woods","edible"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","gray","brown","woods","poisonous"
"fibrous","red","brown","woods","edible"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"fibrous","brown","white","woods","poisonous"
"fibrous","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"fibrous","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"fibrous","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"fibrous","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"fibrous","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"fibrous","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","gray","white","grasses","edible"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"fibrous","gray","white","grasses","edible"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","gray","white","grasses","edible"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"fibrous","gray","white","grasses","edible"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"fibrous","gray","white","grasses","edible"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"fibrous","gray","white","grasses","edible"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","gray","white","grasses","edible"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"fibrous","gray","white","grasses","edible"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","brown","white","woods","poisonous"
"scaly","brown","white","woods","poisonous"
"smooth","brown","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","brown","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","woods","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","red","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","brown","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","brown","white","paths","poisonous"
"scaly","red","white","paths","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"smooth","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
"scaly","red","white","woods","poisonous"
"scaly","red","white","paths","poisonous"
